leaid,district_name,state,state_fips,county_fips,county_name,lat,lon,locale
0400001,Cave Creek Unified District (4244),AZ,04,04013,Maricopa County,33.78835,-111.956391,12
0400003,Chino Valley Unified District (4474),AZ,04,04025,Yavapai County,34.7464,-112.453771,31
0400004,Clarkdale-Jerome Elementary District (4486),AZ,04,04025,Yavapai County,34.767043,-112.067391,32
0400005,Salome Consolidated Elementary District (4514),AZ,04,04012,La Paz County,33.781927,-113.619871,43
0400016,Center for Academic Success Inc. (4191),AZ,04,04003,Cochise County,31.55762,-110.290171,33
0400018,Pine Forest Education Association Inc. (4201),AZ,04,04005,Coconino County,35.191784,-111.666654,13
0400019,Flagstaff Arts And Leadership Academy (4202),AZ,04,04005,Coconino County,35.238057,-111.66878,13
0400020,Flagstaff Montessori L.L.C. (4205),AZ,04,04005,Coconino County,35.200466,-111.631429,13
0400021,Colorado City Unified District (4370),AZ,04,04015,Mohave County,36.996523,-113.004242,32
0400022,Vernon Elementary District (4162),AZ,04,04001,Apache County,34.253504,-109.692177,43
0400023,Pinon Unified District (4390),AZ,04,04017,Navajo County,36.112139,-110.216233,43
0400026,Heber-Overgaard Unified District (4392),AZ,04,04017,Navajo County,34.426548,-110.59637,43
0400028,Triumphant Learning Center (4225),AZ,04,04009,Graham County,32.83311,-109.7052,33
0400031,Ridgeline Academy Inc. (4301),AZ,04,04013,Maricopa County,33.79011,-112.120611,11
0400033,Boys & Girls Clubs of the East Valley dba Mesa Art (4305),AZ,04,04013,Maricopa County,33.403803,-111.836464,11
0400034,Reid Traditional Schools' Valley Academy Inc. (4306),AZ,04,04013,Maricopa County,33.6207,-112.115121,11
0400036,Foothills Academy (4309),AZ,04,04013,Maricopa County,33.77625,-111.926627,12
0400037,Twenty First Century Charter School Inc. Bennett  (4310),AZ,04,04013,Maricopa County,33.524779,-112.122939,11
0400040,STEP UP Schools Inc. (4313),AZ,04,04013,Maricopa County,33.424138,-111.830049,11
0400041,Maricopa County Community College District dba Gat (4314),AZ,04,04013,Maricopa County,33.44933,-111.997097,11
0400043,New School For The Arts (4316),AZ,04,04013,Maricopa County,33.415439,-111.919058,12
0400047,Salt River Pima-Maricopa  Community Schools (4320),AZ,04,04013,Maricopa County,33.506913,-111.838363,41
0400052,Espiritu Community Development Corp. (4335),AZ,04,04013,Maricopa County,33.401922,-112.071451,11
0400053,Heritage Academy Inc. (4336),AZ,04,04013,Maricopa County,33.41415,-111.8321,11
0400054,Villa Montessori Charter School (4339),AZ,04,04013,Maricopa County,33.50464,-112.020421,11
0400055,EduPreneurship Inc. (4341),AZ,04,04013,Maricopa County,33.544468,-112.117626,11
0400056,Arizona School For The Arts (4345),AZ,04,04013,Maricopa County,33.464439,-112.069791,11
0400057,Arizona Call-a-Teen Youth Resources Inc. (4346),AZ,04,04013,Maricopa County,33.456438,-112.081162,11
0400061,Intelli-School Inc. (4352),AZ,04,04013,Maricopa County,33.5531,-112.1068,11
0400065,Benjamin Franklin Charter School - Queen Creek (4355),AZ,04,04013,Maricopa County,33.33635,-111.775871,21
0400067,Victory High School Inc. (4358),AZ,04,04013,Maricopa County,33.392756,-112.094493,11
0400068,Montessori Day Public Schools Chartered Inc. (4359),AZ,04,04013,Maricopa County,33.57,-112.0825,11
0400069,Khalsa Montessori Elementary Schools (4360),AZ,04,04013,Maricopa County,33.475943,-112.069649,11
0400070,Tempe Preparatory Academy (4361),AZ,04,04013,Maricopa County,33.392378,-111.918776,12
0400071,Bright Beginnings School Inc. (4362),AZ,04,04013,Maricopa County,33.308508,-111.874099,21
0400072,Montessori Education Centre Charter School (4363),AZ,04,04013,Maricopa County,33.393979,-111.769652,11
0400074,Kingman Academy Of Learning (4383),AZ,04,04015,Mohave County,35.2228,-114.028561,33
0400075,Young Scholars Academy Charter School Corp. (4385),AZ,04,04015,Mohave County,35.033769,-114.595663,33
0400077,Career Development Inc. (4400),AZ,04,04017,Navajo County,34.4809,-110.0974,41
0400078,Edge School Inc. The (4421),AZ,04,04019,Pima County,32.235137,-110.934258,11
0400079,Tucson Youth Development/ACE Charter High School (4422),AZ,04,04019,Pima County,32.2453,-110.9719,11
0400081,Presidio School (4425),AZ,04,04019,Pima County,32.265323,-110.946866,11
0400082,Colorado River Union High School District (4381),AZ,04,04015,Mohave County,35.107331,-114.610943,33
0400083,Portable Practical Educational Preparation Inc. ( (4431),AZ,04,04019,Pima County,32.167903,-110.943742,33
0400089,Sedona Charter School Inc. (4492),AZ,04,04025,Yavapai County,34.862352,-111.819878,41
0400090,Mingus Springs Charter School (4493),AZ,04,04025,Yavapai County,34.799453,-112.493037,31
0400092,Franklin Phonetic Primary School Inc. (4495),AZ,04,04025,Yavapai County,34.58119,-112.357264,23
0400093,Skyview School Inc. (4496),AZ,04,04025,Yavapai County,34.541345,-112.456293,13
0400094,Az-Tec High School (4508),AZ,04,04027,Yuma County,32.677818,-114.646946,13
0400095,Yuma Private Industry Council Inc. (4509),AZ,04,04027,Yuma County,32.699735,-114.66576,13
0400096,Mountain School Inc. (4203),AZ,04,04005,Coconino County,35.162569,-111.669209,13
0400097,Northland Preparatory Academy (4204),AZ,04,04005,Coconino County,35.1989,-111.6059,13
0400098,Flagstaff Junior Academy (4207),AZ,04,04005,Coconino County,35.212701,-111.645438,13
0400099,Liberty High School (4216),AZ,04,04007,Gila County,33.401231,-110.775802,33
0400100,Ball Charter Schools (Hearn) (4294),AZ,04,04013,Maricopa County,33.644943,-112.083244,11
0400102,Friendly House Inc. (4303),AZ,04,04013,Maricopa County,33.439892,-112.075587,11
0400103,Ombudsman Educational Services Ltd.a subsidiary  (4323),AZ,04,04013,Maricopa County,33.6129,-112.0133,11
0400105,Hillcrest Academy Inc. (4328),AZ,04,04013,Maricopa County,33.38009,-111.732316,11
0400106,Arizona Agribusiness & Equine Center Inc. (4331),AZ,04,04013,Maricopa County,33.490494,-112.074425,11
0400107,International Commerce Secondary Schools Inc. (4334),AZ,04,04013,Maricopa County,33.513239,-112.064352,11
0400108,Humanities and Sciences Academy of the United Stat (4337),AZ,04,04013,Maricopa County,33.5134,-112.065,12
0400109,Phoenix Advantage Charter School Inc. (4338),AZ,04,04013,Maricopa County,33.491463,-112.048708,11
0400111,Allen-Cochran Enterprises Inc. (4347),AZ,04,04013,Maricopa County,33.3492,-111.9133,12
0400112,American Leadership Academy Inc. (4348),AZ,04,04013,Maricopa County,33.279384,-111.802746,21
0400113,Fountain Hills Charter School (4356),AZ,04,04013,Maricopa County,33.622604,-111.717592,21
0400115,Hermosa Montessori Charter School (4426),AZ,04,04019,Pima County,32.266606,-110.734859,41
0400120,Arizona Department of Corrections (8336),AZ,04,04013,Maricopa County,33.447,-112.0938,11
0400121,Accelerated Learning Center Inc. (4297),AZ,04,04013,Maricopa County,33.582212,-111.992879,11
0400122,Acclaim Charter School (4325),AZ,04,04013,Maricopa County,33.495776,-112.224385,11
0400124,Genesis Program Inc. (4332),AZ,04,04013,Maricopa County,33.465396,-112.066142,11
0400125,Luz Academy of Tucson Inc (4427),AZ,04,04019,Pima County,32.23973,-110.970982,11
0400126,Montessori Schoolhouse of Tucson Inc. (4428),AZ,04,04019,Pima County,32.265106,-110.952086,11
0400128,Academy Of Excellence Inc. (4296),AZ,04,04013,Maricopa County,33.453416,-112.003652,11
0400129,Accelerated Elementary and Secondary Schools (6364),AZ,04,04019,Pima County,32.30313,-111.063,41
0400130,American Heritage Academy (6365),AZ,04,04025,Yavapai County,34.732399,-112.004473,32
0400131,The Charter Foundation Inc. (6355),AZ,04,04013,Maricopa County,33.5065,-111.9646,11
0400133,Employ-Ability Unlimited Inc. (6375),AZ,04,04013,Maricopa County,33.58064,-112.227015,21
0400134,BASIS Charter Schools Inc. (6361),AZ,04,04013,Maricopa County,33.55305,-111.897531,11
0400135,Challenge School Inc. (6362),AZ,04,04013,Maricopa County,33.643183,-112.185551,21
0400141,Discovery Plus Academy (6357),AZ,04,04009,Graham County,32.901398,-109.844985,41
0400144,Florence Crittenton Services of Arizona Inc. (4300),AZ,04,04013,Maricopa County,33.507299,-112.08305,11
0400145,Gem Charter School Inc. (6372),AZ,04,04013,Maricopa County,33.446189,-111.831648,11
0400147,Ha:san Educational Services (6369),AZ,04,04019,Pima County,32.22257,-110.9516,11
0400149,Kaizen Education Foundation dba El Dorado High Sch (4342),AZ,04,04013,Maricopa County,33.5528,-112.048,11
0400150,Mexicayotl Academy Inc. (4463),AZ,04,04023,Santa Cruz County,31.34831,-110.927471,33
0400151,New Horizon School for the Performing Arts (4366),AZ,04,04013,Maricopa County,33.408068,-111.821157,11
0400153,Phoenix School of Academic Excellence The (6379),AZ,04,04013,Maricopa County,33.51583,-112.055421,11
0400154,Shonto Governing Board of Education Inc. (6353),AZ,04,04017,Navajo County,36.600442,-110.656366,43
0400157,Edkey Inc. - Sequoia Choice Schools (4329),AZ,04,04013,Maricopa County,33.3874,-111.816391,11
0400159,Tucson Preparatory School (6374),AZ,04,04019,Pima County,32.272,-110.971,11
0400160,Vision Charter School Inc. (4430),AZ,04,04019,Pima County,32.146098,-110.990322,11
0400163,Coconino County Accommodation School District (10386),AZ,04,04005,Coconino County,35.209299,-111.604006,13
0400164,Arizona Academy of Science And Technology Inc. (6378),AZ,04,04013,Maricopa County,33.48084,-112.065561,11
0400165,Keystone Montessori Charter School Inc. (10878),AZ,04,04013,Maricopa County,33.295654,-112.06055,11
0400178,Greenlee Alternative School District (4226),AZ,04,04011,Greenlee County,33.047368,-109.294171,33
0400181,Benchmark School Inc. (10972),AZ,04,04013,Maricopa County,33.620224,-111.993073,11
0400182,Cambridge Academy  East  Inc (78888),AZ,04,04013,Maricopa County,33.437406,-111.627646,11
0400184,Ball Charter Schools (Dobson) (79204),AZ,04,04013,Maricopa County,33.339426,-111.875183,21
0400185,Phoenix Education Management LLC (4340),AZ,04,04013,Maricopa County,33.3996,-112.0402,11
0400187,Stepping Stones Academy (10966),AZ,04,04013,Maricopa County,33.809572,-112.066225,21
0400189,East Valley Academy (10971),AZ,04,04013,Maricopa County,33.437725,-111.790363,11
0400190,Liberty Traditional Charter School (10968),AZ,04,04013,Maricopa County,33.494004,-112.155302,11
0400191,Fit Kids Inc. dba Champion Schools (78783),AZ,04,04013,Maricopa County,33.37523,-112.069841,21
0400192,Sonoran Desert School (78868),AZ,04,04021,Pinal County,33.35343,-111.457801,11
0400197,Northern Arizona Vocational Institute of Technolog (78786),AZ,04,04017,Navajo County,34.51236,-110.09415,41
0400201,Pima County (4420),AZ,04,04019,Pima County,32.162836,-110.970465,11
0400202,Academy of Tucson Inc. (78897),AZ,04,04019,Pima County,32.2059,-110.763712,11
0400204,Mountain Rose Academy Inc. (10879),AZ,04,04019,Pima County,32.324834,-111.043742,21
0400205,Great Expectations Academy (10974),AZ,04,04019,Pima County,31.929443,-110.996007,32
0400206,Desert Springs Academy (10969),AZ,04,04019,Pima County,32.23449,-110.910861,41
0400208,Mountain Oak Charter School Inc. (78873),AZ,04,04025,Yavapai County,34.56894,-112.480901,13
0400209,Park View School Inc. (10970),AZ,04,04025,Yavapai County,34.58562,-112.307481,41
0400210,Painted Pony Ranch Charter School (10967),AZ,04,04025,Yavapai County,34.578998,-112.483239,13
0400211,Mary Ellen Halvorson Educational Foundation. dba:  (10965),AZ,04,04025,Yavapai County,34.635725,-112.405558,41
0400212,Benson Unified School District (79226),AZ,04,04003,Cochise County,31.962974,-110.299649,32
0400213,Painted Desert Demonstration Projects Inc. (79086),AZ,04,04005,Coconino County,35.30553,-111.297281,42
0400214,The Shelby School (79131),AZ,04,04007,Gila County,34.317695,-111.13426,42
0400217,Little Lamb Community School (79050),AZ,04,04013,Maricopa County,33.583609,-111.800785,12
0400218,American Basic Schools LLC (79215),AZ,04,04013,Maricopa County,33.4042,-111.8133,11
0400219,Career Success Schools (79047),AZ,04,04013,Maricopa County,33.6308,-112.1369,11
0400221,Kaizen Education Foundation dba South Pointe Eleme (79233),AZ,04,04013,Maricopa County,33.55264,-112.049571,11
0400223,Daisy Education Corporation dba Sonoran Science Ac (79049),AZ,04,04019,Pima County,32.308354,-111.01681,21
0400225,Horizon Community Learning Center Inc. (79264),AZ,04,04013,Maricopa County,33.298601,-111.978154,11
0400227,Kaizen Education Foundation dba South Pointe Junio (78965),AZ,04,04013,Maricopa County,33.37353,-112.071697,11
0400229,Milestones Charter School (79207),AZ,04,04013,Maricopa County,33.650574,-111.978762,11
0400230,Pathfinder Charter School Foundation (79024),AZ,04,04013,Maricopa County,33.6513,-112.1152,11
0400231,James Madison Preparatory School (79063),AZ,04,04013,Maricopa County,33.370129,-111.91052,12
0400232,Self Development Charter School (79072),AZ,04,04013,Maricopa County,33.4465,-111.7361,11
0400235,Excalibur Charter Schools Inc. (79214),AZ,04,04021,Pinal County,33.405149,-111.554141,21
0400237,Paramount Education Studies Inc (79205),AZ,04,04013,Maricopa County,33.564898,-112.297084,21
0400238,Metropolitan Arts Institute Inc. (5181),AZ,04,04013,Maricopa County,33.466641,-112.082989,11
0400239,P.L.C. Charter Schools (6235),AZ,04,04013,Maricopa County,33.423956,-112.257333,11
0400241,Paragon Management Inc. (5180),AZ,04,04013,Maricopa County,33.599899,-112.434686,21
0400243,Skyline Schools Inc. (79084),AZ,04,04013,Maricopa County,33.379667,-111.997216,11
0400244,Edkey Inc. - Sequoia Charter School (6446),AZ,04,04013,Maricopa County,33.387587,-111.814937,11
0400246,Edkey Inc. - Sequoia Village School (79211),AZ,04,04017,Navajo County,34.284032,-110.121704,41
0400248,Telesis Center for Learning Inc. (79218),AZ,04,04015,Mohave County,34.49161,-114.3172,13
0400254,Southern Arizona Community Academy Inc. (79000),AZ,04,04019,Pima County,32.251762,-110.934988,11
0400255,Tucson Country Day School Inc. (79073),AZ,04,04019,Pima County,32.242406,-110.796619,11
0400258,Carden of Tucson Inc. (78858),AZ,04,04019,Pima County,32.30397,-111.0242,21
0400259,Southgate Academy Inc. (79085),AZ,04,04019,Pima County,32.249234,-110.825768,11
0400261,Eastpointe High School Inc. (78833),AZ,04,04019,Pima County,32.22059,-110.811,11
0400263,Patagonia Montessori Elementary School (79069),AZ,04,04023,Santa Cruz County,31.545215,-110.75743,42
0400264,Santa Cruz Valley Opportunities in Education Inc. (79066),AZ,04,04023,Santa Cruz County,31.615617,-111.051155,42
0400266,PACE Preparatory Academy Inc. (79068),AZ,04,04025,Yavapai County,34.57999,-112.348932,23
0400267,Kestrel Schools Inc. (79065),AZ,04,04025,Yavapai County,34.546451,-112.460051,12
0400268,Juniper Tree Academy (79064),AZ,04,04027,Yuma County,32.697557,-114.664876,13
0400273,GAR LLC dba Student Choice High School (78997),AZ,04,04013,Maricopa County,33.456133,-111.926049,12
0400274,AIBT Non-Profit Charter High School - Phoenix (79053),AZ,04,04013,Maricopa County,33.52534,-112.150973,11
0400275,Highland Free School (79061),AZ,04,04019,Pima County,32.21636,-110.9516,11
0400276,Academy with Community Partners  Inc (79213),AZ,04,04013,Maricopa County,33.423526,-111.793077,11
0400278,Deer Valley Charter Schools Inc. (79496),AZ,04,04013,Maricopa County,33.6693,-112.125,21
0400279,West Gilbert Charter Elementary School Inc. (79497),AZ,04,04013,Maricopa County,33.6513,-112.1152,21
0400280,Mohave Accelerated Learning Center (79498),AZ,04,04015,Mohave County,35.101079,-114.625631,33
0400281,Masada Charter School Inc. (79499),AZ,04,04015,Mohave County,36.957392,-112.982073,32
0400282,Harvest Power Community Development Group Inc. (79501),AZ,04,04027,Yuma County,32.706,-114.6246,13
0400284,Omega Alpha Academy (79503),AZ,04,04003,Cochise County,31.348671,-109.534427,33
0400285,Montessori House Inc. (79548),AZ,04,04013,Maricopa County,33.459395,-111.801468,11
0400288,Premier Charter High School (79569),AZ,04,04013,Maricopa County,33.495643,-112.222196,11
0400290,Pan-American Elementary Charter (79578),AZ,04,04013,Maricopa County,33.493996,-112.12408,11
0400295,Kingman Unified School District (79598),AZ,04,04015,Mohave County,35.214519,-114.01571,33
0400296,El Centro for the Study of Primary and Secondary E (79640),AZ,04,04019,Pima County,32.23973,-110.970982,11
0400298,Legacy Schools (79660),AZ,04,04013,Maricopa County,33.4155,-111.6708,11
0400299,Visions Unlimited Academy Inc. (79671),AZ,04,04003,Cochise County,31.970269,-110.269205,41
0400303,North Star Charter School Inc. (79701),AZ,04,04013,Maricopa County,33.495297,-112.273302,11
0400310,Calibre Academy (79055),AZ,04,04013,Maricopa County,33.6485,-112.162111,21
0400311,E-Institute Charter Schools Inc. (79059),AZ,04,04013,Maricopa County,33.6485,-112.162111,11
0400315,Yavapai Accommodation School District (79379),AZ,04,04025,Yavapai County,34.62823,-112.410912,41
0400316,Cobre Valley Institute of Technology District (79391),AZ,04,04021,Pinal County,33.278045,-111.110139,32
0400317,Khalsa Family Services (79420),AZ,04,04019,Pima County,32.276715,-110.914243,21
0400318,Aprender Tucson (79426),AZ,04,04019,Pima County,32.191315,-110.942396,11
0400320,Acorn Montessori Charter School (79437),AZ,04,04025,Yavapai County,34.60451,-112.315941,23
0400321,Pinnacle Education-WMCB Inc. (79439),AZ,04,04013,Maricopa County,33.400135,-111.858724,11
0400322,Desert Rose AcademyInc. (79441),AZ,04,04019,Pima County,32.3234,-111.0429,11
0400323,Crown Charter School Inc (79443),AZ,04,04013,Maricopa County,33.530179,-112.32748,41
0400326,Success School (79453),AZ,04,04013,Maricopa County,33.629859,-112.341577,21
0400327,Pointe Educational Services (79455),AZ,04,04013,Maricopa County,33.57886,-112.150481,11
0400328,A Center for Creative Education (79457),AZ,04,04025,Yavapai County,34.735219,-112.009436,32
0400329,American Virtual Academy (79461),AZ,04,04013,Maricopa County,33.34159,-111.840971,21
0400330,Compass High School Inc. (79467),AZ,04,04019,Pima County,32.2063,-110.8158,11
0400332,James Sandoval Preparatory High School (79475),AZ,04,04013,Maricopa County,33.492006,-112.199993,11
0400339,Destiny School Inc. (6258),AZ,04,04007,Gila County,33.391126,-110.766543,33
0400340,Noah Webster Schools - Mesa (10760),AZ,04,04013,Maricopa County,33.378502,-111.675339,11
0400341,Valley Academy for Career and Technology Education (79397),AZ,04,04025,Yavapai County,34.725157,-112.006603,32
0400343,Griffin Foundation Inc. The (79500),AZ,04,04019,Pima County,32.2006,-110.910347,11
0400344,Pathways KM Charter Schools Inc (78890),AZ,04,04013,Maricopa County,33.788531,-111.958564,12
0400345,Cochise Technology District (79403),AZ,04,04003,Cochise County,32.146539,-109.637014,32
0400347,Coconino Association for Vocation Industry and Tec (79381),AZ,04,04005,Coconino County,36.921944,-111.459474,13
0400348,Central Arizona Valley Institute of Technology (79385),AZ,04,04021,Pinal County,32.972565,-111.548721,41
0400349,Gila Institute for Technology (79387),AZ,04,04009,Graham County,32.835667,-109.765539,33
0400350,PEAK School Inc. The (79866),AZ,04,04005,Coconino County,35.20844,-111.616721,13
0400351,Kaizen Education Foundation dba Vista Grove Prepar (79871),AZ,04,04013,Maricopa County,33.5528,-112.048,11
0400352,American Charter Schools Foundation d.b.a. Estrell (79873),AZ,04,04013,Maricopa County,33.55264,-112.049571,22
0400353,American Charter Schools Foundation d.b.a. Peoria  (79875),AZ,04,04013,Maricopa County,33.55264,-112.049571,21
0400354,American Charter Schools Foundation d.b.a. Sun Val (79877),AZ,04,04013,Maricopa County,33.55264,-112.049571,11
0400355,American Charter Schools Foundation d.b.a. West Ph (79879),AZ,04,04013,Maricopa County,33.55264,-112.049571,11
0400356,Nosotros Inc (79881),AZ,04,04019,Pima County,32.2276,-110.9893,11
0400357,American Charter Schools Foundation d.b.a. Apache  (79883),AZ,04,04013,Maricopa County,33.55264,-112.049571,21
0400359,Challenger Basic School Inc. (79886),AZ,04,04013,Maricopa County,33.374327,-111.7388,21
0400361,Arizona Community Development Corporation (79947),AZ,04,04019,Pima County,32.25028,-110.870801,11
0400363,SC Jensen Corporation Inc. dba Intelli-School (79951),AZ,04,04013,Maricopa County,33.55396,-112.107511,21
0400364,PAS Charter Inc. dba Intelli-School (79953),AZ,04,04013,Maricopa County,33.5531,-112.1068,11
0400366,Valley of the Sun Waldorf Education Association d (79957),AZ,04,04013,Maricopa County,33.391037,-112.022252,11
0400367,Pima Prevention Partnership dba Pima Partnership S (79959),AZ,04,04019,Pima County,32.2332,-110.909211,11
0400368,Academy of Mathematics and Science Inc. (79961),AZ,04,04019,Pima County,32.271776,-110.999214,11
0400370,Midtown Primary School (79994),AZ,04,04013,Maricopa County,33.492,-112.058,11
0400373,Tucson International Academy Inc. (79979),AZ,04,04019,Pima County,32.221784,-111.024733,11
0400374,Bell Canyon Charter School Inc (79983),AZ,04,04013,Maricopa County,33.651525,-112.115995,11
0400376,Cortez Park Charter Middle School Inc. (79988),AZ,04,04013,Maricopa County,33.65142,-112.116111,11
0400377,West Gilbert Charter Middle School Inc. (79990),AZ,04,04013,Maricopa County,33.65142,-112.116111,21
0400381,Carpe Diem Collegiate High School (80001),AZ,04,04027,Yuma County,32.704379,-114.611223,13
0400382,CPLC Community Schools dba Toltecalli High School (80032),AZ,04,04019,Pima County,32.22452,-110.971301,11
0400383,Life Skills Center of Arizona Inc. (80299),AZ,04,04013,Maricopa County,33.555493,-112.133732,11
0400384,American Charter Schools Foundation d.b.a. Desert  (79872),AZ,04,04013,Maricopa County,33.55264,-112.049571,21
0400385,American Charter Schools Foundation d.b.a. Crestvi (79874),AZ,04,04013,Maricopa County,33.55264,-112.049571,11
0400386,Kaizen Education Foundation dba Summit High School (79876),AZ,04,04013,Maricopa County,33.55264,-112.049571,11
0400387,Kaizen Education Foundation dba Tempe Accelerated  (79878),AZ,04,04013,Maricopa County,33.55264,-112.049571,11
0400388,Kaizen Education Foundation dba Skyview High Schoo (79880),AZ,04,04013,Maricopa County,33.407649,-112.592198,31
0400389,Kaizen Education Foundation dba Maya High School (79882),AZ,04,04013,Maricopa County,33.55264,-112.049571,11
0400390,Camelback Education Inc (79905),AZ,04,04013,Maricopa County,33.50931,-112.223704,21
0400391,Vista Charter School (79907),AZ,04,04013,Maricopa County,33.464768,-112.2167,11
0400393,Lifelong Learning Research Institute Inc. (79926),AZ,04,04019,Pima County,32.3232,-111.0364,21
0400394,Avondale Learning dba Precision Academy (79929),AZ,04,04013,Maricopa County,33.4645,-112.2172,11
0400395,LEAD Charter Schools (79967),AZ,04,04013,Maricopa County,33.320628,-111.775635,21
0400396,All Aboard Charter School (79969),AZ,04,04013,Maricopa County,33.523369,-112.133553,11
0400397,CAFA Inc. dba Learning Foundation Performing Arts (79971),AZ,04,04013,Maricopa County,33.329614,-111.795933,11
0400399,Montessori Academy Inc. (80011),AZ,04,04013,Maricopa County,33.525414,-111.943851,21
0400401,New World Educational Center (78882),AZ,04,04013,Maricopa County,33.522634,-112.065791,11
0400402,Cholla Academy (5186),AZ,04,04013,Maricopa County,33.495851,-112.202849,21
0400403,Akimel O Otham Pee Posh Charter School Inc. (5978),AZ,04,04021,Pinal County,33.031406,-111.579468,42
0400404,Akimel O'Otham Pee Posh Charter School Inc. (78966),AZ,04,04021,Pinal County,33.031406,-111.579468,42
0400405,Cornerstone Charter SchoolInc (79077),AZ,04,04013,Maricopa County,33.541142,-112.111786,11
0400406,Happy Valley School Inc. (79081),AZ,04,04013,Maricopa County,33.4042,-111.8133,21
0400407,CITY Center for Collaborative Learning (85448),AZ,04,04019,Pima County,32.223311,-110.97056,11
0400409,Satori Inc. (85454),AZ,04,04019,Pima County,32.274528,-110.961486,11
0400413,Mohave Accelerated Elementary School Inc. (85516),AZ,04,04015,Mohave County,35.101107,-114.625594,33
0400414,Academy of Building Industries Inc. (85540),AZ,04,04015,Mohave County,34.983194,-114.595492,33
0400415,Arizona Montessori Charter School at Anthem (85749),AZ,04,04013,Maricopa County,33.5531,-112.1027,41
0400416,StarShine Academy (85807),AZ,04,04013,Maricopa County,33.465354,-112.005594,11
0400417,Arizona Agribusiness & Equine Center Inc. (85816),AZ,04,04013,Maricopa County,33.378982,-112.039907,11
0400419,Gila County Regional School District (87600),AZ,04,04007,Gila County,33.395173,-110.777156,33
0400420,Pillar Charter School (87334),AZ,04,04013,Maricopa County,33.55947,-112.113081,11
0400423,Legacy Education Group (87349),AZ,04,04013,Maricopa County,33.416646,-111.668818,11
0400424,Rosefield Charter Elementary School Inc. (87399),AZ,04,04013,Maricopa County,33.65142,-112.116111,21
0400425,East Mesa Charter Elementary School Inc. (87401),AZ,04,04013,Maricopa County,33.65142,-112.116111,11
0400426,Arizona Agribusiness & Equine Center Inc. (87403),AZ,04,04013,Maricopa County,33.455709,-111.682344,11
0400427,Arizona Connections Academy Charter School Inc. (87407),AZ,04,04013,Maricopa County,33.277061,-111.784406,41
0400429,Country Gardens Charter Schools (79074),AZ,04,04013,Maricopa County,33.3919,-112.1947,21
0400432,Portable Practical Educational Preparation Inc. ( (87405),AZ,04,04013,Maricopa County,33.47621,-112.071131,11
0400434,Santa Cruz County Regional School District (85848),AZ,04,04023,Santa Cruz County,31.385394,-110.949751,33
0400438,Imagine Charter Elementary at Desert West Inc. (88367),AZ,04,04013,Maricopa County,33.65142,-112.116111,11
0400439,Desert Star Community School Inc. (88321),AZ,04,04025,Yavapai County,34.716988,-111.88822,42
0400440,Chandler Preparatory Academy (88299),AZ,04,04013,Maricopa County,33.48437,-111.963061,21
0400441,Imagine Middle at Surprise Inc. (88372),AZ,04,04013,Maricopa County,33.65142,-112.116111,21
0400442,Imagine Middle at East Mesa Inc. (88369),AZ,04,04013,Maricopa County,33.65142,-112.116111,11
0400444,Prescott Valley Charter School (88317),AZ,04,04025,Yavapai County,34.582181,-112.299812,41
0400445,Imagine Charter Elementary at Camelback Inc. (88365),AZ,04,04013,Maricopa County,33.65142,-112.116111,11
0400446,Imagine Elementary at Tempe Inc. (88374),AZ,04,04013,Maricopa County,33.65142,-112.116111,12
0400447,American Charter Schools Foundation d.b.a. South R (88334),AZ,04,04013,Maricopa County,33.55264,-112.049571,11
0400448,Desert Sky Community School Inc. (88308),AZ,04,04019,Pima County,32.239477,-110.888052,11
0400450,Agua Fria Union High School District (4289),AZ,04,04013,Maricopa County,33.4506,-112.3367,22
0400453,Pinal County Juvenile Detention (79534),AZ,04,04021,Pinal County,33.0262,-111.3922,41
0400455,ARIZONA STATE HOSPITAL (6415),AZ,04,04013,Maricopa County,33.453308,-112.028993,11
0400456,Graham County Juvenile Detention (79539),AZ,04,04009,Graham County,32.833721,-109.718072,33
0400457,Cochise County Juvenile Detention (79462),AZ,04,04003,Cochise County,31.406,-109.9018,41
0400458,Yuma County Juvenile Justice Center (79524),AZ,04,04027,Yuma County,32.6768,-114.6495,13
0400459,Maricopa County Sheriffs Office (79540),AZ,04,04013,Maricopa County,33.445339,-112.080825,11
0400460,Yavapai County Juvenile Justice Center (79533),AZ,04,04025,Yavapai County,34.566781,-112.424793,13
0400461,Mohave County Juvenile Detention (79589),AZ,04,04015,Mohave County,35.1882,-114.0453,41
0400462,Ray of Light Academy (79590),AZ,04,04023,Santa Cruz County,31.355307,-110.927726,33
0400463,Arizona State School for the Deaf and Blind (6393),AZ,04,04019,Pima County,32.235956,-110.990012,11
0400480,Aguila Elementary District (4249),AZ,04,04013,Maricopa County,33.938754,-113.172756,43
0400520,Ajo Unified District (4409),AZ,04,04019,Pima County,32.373754,-112.859541,33
0400600,Alhambra Elementary District (4280),AZ,04,04013,Maricopa County,33.50269,-112.13899,11
0400607,Eagle Elementary District (4232),AZ,04,04011,Greenlee County,33.334998,-109.486869,43
0400608,BASIS Charter Schools Inc. (81078),AZ,04,04013,Maricopa County,33.55305,-111.897531,12
0400609,Bradley Academy of Excellence Inc. (81097),AZ,04,04013,Maricopa County,33.42326,-112.405491,22
0400610,Desert Heights Charter Schools (81099),AZ,04,04013,Maricopa County,33.633464,-112.186385,11
